	Intercept	country[T.VEN]
p__Proteobacteria;g__Trabulsiella	-3.254013827602103	0.06286622692520627
p__Proteobacteria;g__Vibrio	-2.769596865932183	-0.19703088592116824
p__Proteobacteria;g__Vogesella	-3.0026052506367726	1.0978698890345813
p__Proteobacteria;g__Volucribacter	-2.6990039856831594	-1.0440985698563336
p__Proteobacteria;g__Xenorhabdus	-1.2605941803853078	0.4767041366236926
p__Proteobacteria;g__Yersinia	-0.3713548691670461	0.5563646714823962
p__Proteobacteria;g__Zobellella	-3.542129329005915	-0.2129069406849622
p__Spirochaetes;g__Brachyspira	1.5091554610331492	-1.0080530483586072
p__Spirochaetes;g__Treponema	7.278603204925819	-1.90597258399551
p__Synergistetes;g__Pyramidobacter	-1.4900224717061086	0.8615076701777697
p__Synergistetes;g__Synergistes	-0.7812212021748586	1.2735734145777942
p__Synergistetes;g__TG5	-2.9742544205586476	0.28472758938248166
p__Tenericutes;g__Allobaculum	-3.315776637355521	0.10558886934692868
p__Tenericutes;g__Anaeroplasma	-2.2665889771382375	-1.453621431098628
p__Tenericutes;g__Asteroleplasma	4.926835486133857	0.1222124259608508
p__Tenericutes;g__Bulleidia	6.83933431788282	-0.5248774130207776
p__Tenericutes;g__Catenibacterium	7.725193589394255	0.5427242677348376
p__Tenericutes;g__Clostridium	7.804833458205028	0.3463541429179431
p__Tenericutes;g__Coprobacillus	1.7721712081034617	0.6918836991923571
p__Tenericutes;g__Holdemania	1.0843121497233348	1.554838554157567
p__Tenericutes;g__Mycoplasma	-2.715332797328667	-1.15159304331367
p__Tenericutes;g__p-75-a5	5.823356577595039	1.62910165001328
p__Tenericutes;g__RFN20	3.384760567386909	0.5051689307826281
p__Tenericutes;g__Sharpea	-2.9219959290425344	0.49579133202011594
p__Tenericutes;g__Ureaplasma	-1.772848895351128	-0.9702160496575116
p__Thermi;g__Deinococcus	-2.4679105790059133	-0.5058928568226575
p__Verrucomicrobia;g__Akkermansia	5.273807236393257	0.8984048526423694
p__Verrucomicrobia;g__Chthoniobacter	-3.0015161545674367	0.5780397813456775
