genus	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213
p__Firmicutes;g__Turicibacter	0	0	1	1	2	1	1	390	1	20	0	13	7	0	5	0	1	5	22	26	0	0	0	0	11748	29	13	3106	1	0	1	15	19	6	55	94	1	811	83	184	0	0	1	1	293	0	2514	212	6	1004	10	5	1	5	0	1	0	0	1	1	1	1	21	0	9	196	1	5	9	3	3	33	1079	2	0	0	24	77	15	32	730	1266	3	1	1	1	1	1	3	0	15	3	0	14	1	523	4162	59	2	1235	436	1145	1916	5	1710	0	0	37	2286	67	45	7204	182	157	998	157	2521	62	11	3392	287	595	1179	16	92	153	0	4	937	96	0	0	1	24	107	6	4	1631	3926	18	0	13	0	11331	8	4	4585	698	513	154	1	0	10877	0	2	1243	85	0	1	2918	9	3	2	49	3	2	6144	1	0	538	51	0	2	146	3	1	100	260	1770	2	2	5869	2609	1	0	1763	68	27	62	574	15	501	1	1177	1	1	344	13	0	1	2	823	93	31	2999	2094	36	0	12	13	3	0	98
p__Firmicutes;g__Ureibacillus	0	0	0	0	0	0	3	0	0	1	0	2	5	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p__Firmicutes;g__Vagococcus	1777	2	250	10	10	946	225	4	10	3	122	16	1	1	16	4	10	8	2339	6	467	13	7	18	46	8	33	67	72	0	13	657	6303	1	19	4	17	3	132	11	78	1176	8	1	4	260	11	32	2	1	1	12	13	19702	42	1138	1310	15	7	528	53	257	3	10	9	59	5	1459	5	33	3	9	3	6371	1327	1081	1	1	167	2668	20	191	1666	612	1	2	3	196	5368	536	7	1562	772	8	9	5	102	8	0	0	9	11	0	84	38	108	203	2	0	0	46	23	21	52	1351	17	2	16	31	4	16	1	24	140	13	52	13	7	2	14	12	4	13	317	5	316	232	82	45	2	8	50	97	4	3	11	2	0	4	32	360	30	1	15	1	21	0	3231	15	1	1	21	21	220	145	191	1	13679	2171	2	16	9	0	4	74	8	0	39	26	3	6	0	2	32	2	0	238	1	80	7	13	2	0	6	3	126	383	217	14	137	0	2	10	7	1	3	6	7	421	1	1	7	0
p__Firmicutes;g__Veillonella	27	272	12138	67828	2834	2604	21281	16547	4346	155	7	1144	189	9400	853	165	16564	1461	90	59757	537	1294	119	746	129	10	9378	42	23412	1606	3487	539	34	861	2752	809	2746	111	953	1362	9812	40	2673	310	122	567	67	204	33	14	26	17	762	1252	6517	4237	2114	5296	677	5273	9101	13	1824	20945	220	989	165	2220	926	525	404	30	113	62630	582	13169	14	121	379	229	30	77	140808	603	173	366	361	38	10	38	35	1913	653	231	166	38	230	248	6	748	1490	104	300	560	1761	127256	66333	1162	451	3574	98432	790	18529	4557	6286	4201	2129	45701	60084	1986	32406	3071	375	6067	7998	1669	38916	41735	3272	1845	132490	129393	78859	2578	6536	66236	1086	55132	801	14708	11805	12154	26119	667	35029	77262	4712	2379	114	1903	132691	40943	4530	32560	42559	2534	489	12208	17572	561	11548	846	179	357	3354	4848	1164	80289	239274	7915	99001	90	139	436	100965	27875	140	11134	5058	30047	113215	1639	3596	24393	17357	747	25455	650	4271	201	2314	11107	3698	139	42008	5787	531	324	46581	106927	548	1603	58842	138339	443	581	47837	1199	58772	163	3465	1220	9153
p__Firmicutes;g__Virgibacillus	0	1	1	0	1	0	0	0	0	5	0	4	1	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	1	1	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	14	1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
p__Firmicutes;g__Viridibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p__Firmicutes;g__Weissella	4	3	2605	198	2	11033	1678	2	3	83	60	2293	2	9	1	4	53	647	18	567	5	9	242	4	3	108	2080	0	1034	12	5	3	0	7	208	3	1	23	69	183	19	8	83	0	110	146	2	2	7	0	66	0	26	1	5	47	0	52127	130	88	24	3	9	16	0	2	1	29	60	6	274	257	14	0	6	711	0	9	228	3	52	0	34	3	20	210	26	72	459	41	8	0	1	122	2	0	5	28	240	54	147	9	8	0	44	27	19	32	7	8	15	5	23	855	3680	4	4	127	29	6	4324	125	83	5448	2734	817	32	28	994	137	526	15	1547	512	6	20586	949	2669	9	34	8	181	127	12	8	23	22	6	0	3	1222	15	18	208	3664	75	201	11098	3662	10	215	84	33	545	7	8	418	6	93	272	14	0	0	566	92	20	0	19	0	3	79	23	4472	17	1	13	194	4	23	591	99	75	1	9	1699	4	2306	3803	89	112	1154	65	42	3	3	16	99	36	54497	28	2	6	46
p__Fusobacteria;g__Cetobacterium	1	0	0	0	0	0	7439	0	0	1	0	2	1	5	4	1	4	0	1	21	1	1	1654	35	6	0	0	0	2	311	0	0	0	0	0	0	0	36	0	400	0	0	0	0	0	0	376	209	1	0	4	0	7455	0	0	1	1	1	4	6	1	0	3	0	4	2	5	4	402	2	2	0	5	0	1	1	0	3	1	1	0	0	0	0	0	9	1	0	0	0	4	13	1	2	1	1	500	43	0	6	822	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	3	744	0	0	1	0	1	0	0	0	0	0	0	2	7	91	0	467	0	10	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	55	0	0	0	1	0	0	0	0	0	0	1	0	65	342	15	0	0	0	0	0	4	0	0	0	0	0	0	0	0	13	8308	1	0	0	0	188957	8472	4	2	3	0	1	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0
p__Fusobacteria;g__Fusobacterium	2	16	2412	2	1046	178	1267	16	32	3	2	7	8	834	175	37	1271	613	60	139	6	35	30	10	9	5	1231	2	151	11	130	205	5	5	7	25	80	4	2	89	379	2	68	12	7917	12	1	14	14	0	0	6	4649	1	795	67	168	2380	15	31	2	4	3	4	36	1041	21	200	18	331	3	3	17	3	1	245	0	65	50	12	840	377	18	34	15	6538	20	0	0	9	119	165	72	3	1240	4	21	16	35	52	1	10	3	22	7	3	2	2	25	16	2	24	2	32	9	84	3	268	7	105	68	31	1	7	235	2	2335	566	70	76	39	95	24	21	5	7	4	130	50	183	7717	1025	6	15	1	2	4	162	5	49	1103	21	220	4	219	6528	2210	18	58	23	19	210	220	1	27	132	20	7	8	6	77	0	0	25	457	4	0	4976	3	410	331	151	4	104	0	2	23	205	47	2	10	1854	2	2	5	15	2	0	104	115054	44	2125	4	62	679	7	1466	44	138	11	45	2	9
p__Fusobacteria;g__J2-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	537	7	0	0	0	12	6	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	445	0	6	0	0	2	0	7	0	0	0	0	0	0
p__Fusobacteria;g__Leptotrichia	0	1	1	0	1	5	177	65	4	0	0	0	2	6	3	560	13	14	0	3	1	43	0	4	2	0	2	0	293	0	79	2	0	0	2	2	1	1	1	1	326	0	10	0	0	1	0	1	0	0	0	0	0	0	0	4	106	42	2	1	0	0	7	0	2	9	0	6	0	95	1	0	0	0	11	115	0	0	0	0	0	0	0	1	3	0	0	0	2	0	0	0	6	0	1	1	0	2	0	0	1	0	6	4	0	5	9	1	1	27	13	3	0	17	2	41	2	1555	247	6	454	13	1	23	49	3	183	20	1	24	5302	155	969	13	34	22	48	365	3	71	13	396	0	0	0	0	17	144	0	35	5	221	124	0	0	0	0	31	1	1	895	1	6	1	18	13	7	17	716	11	170	0	0	0	926	77	0	4	4	121	6	30	25	0	0	1	53	1	3	0	3	4	11	0	17	6	0	8	58	11	16	1	0	5	0	1	2	3	17	0	6	4	6
p__Fusobacteria;g__Propionigenium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p__Fusobacteria;g__Sebaldella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
p__Fusobacteria;g__Sneathia	0	0	0	0	97	0	0	0	0	0	0	48	0	0	0	0	0	0	2	1	0	0	0	0	6	0	0	0	0	3	0	0	3	0	0	0	2	0	1442	0	0	0	0	0	115	0	33	18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	1	0	3	0	1	13	0	0	0	0	292	31	1	489	13	0	0	0	1	0	50	0	0	568	1	0	0	0	0	0	44	0	0	0	8	0	0	1	0	0	0	38	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	121	4	0	0	0	52	0	0	1	0	0	0	2181	323	0	1	0	0	2	0	3	0	0	0	23	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	6	0	27	0	0	0	61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	386	1	1	0	0	0	0	0	0
p__Fusobacteria;g__Streptobacillus	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	8	0	1	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
p__Fusobacteria;g__u114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
p__Gemmatimonadetes;g__Gemmatimonas	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
p__Nitrospirae;g__Nitrospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
p__Planctomycetes;g__A17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
p__Planctomycetes;g__Gemmata	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
p__Planctomycetes;g__Pirellula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p__Planctomycetes;g__Planctomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p__Planctomycetes;g__Rhodopirellula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p__Proteobacteria;g__Acetobacter	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p__Proteobacteria;g__Achromatium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p__Proteobacteria;g__Achromobacter	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	2	0	1	0	6	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	3	1	1	2	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	43	1	65	1	46	16	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
p__Proteobacteria;g__Acidiphilium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p__Proteobacteria;g__Acidisoma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p__Proteobacteria;g__Acidomonas	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p__Proteobacteria;g__Acidovorax	1	3	0	3	1	0	0	0	0	3	0	1	0	1	0	0	2	1	2	0	0	1	0	241	1	10	1	0	0	12	1	0	0	1	0	1	0	2	0	0	2	0	0	0	1	0	0	1	1	1	6	1	0	0	4	13	0	0	0	0	4	0	0	0	0	5	19	0	0	2	0	1	0	0	1	17	1	0	0	0	0	0	0	0	0	14	19	0	0	1	0	0	0	0	0	0	31	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	7	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	1	0	0	0	0	0
